10000,41
10001,85
10002,72
10003,38
10004,80
10005,69
10006,65
10007,68
10008,96
10009,22
10010,49
10011,67
10012,51
10013,61
10014,63
10015,87
10016,66
10017,24
10018,80
10019,83
10020,71
10021,60
10022,64
10023,52
10024,90
10025,60
10026,49
10027,31
10028,23
10029,99
10030,94
10031,11
10032,25
10033,24
10034,51
10035,15
10036,13
10037,39
10038,67
10039,97
10040,19
10041,76
10042,12
10043,33
10044,99
10045,18
10046,92
10047,35
10048,74
10049,0
10050,95
10051,71
10052,39
10053,33
10054,39
10055,32
10056,37
10057,45
10058,57
10059,71
10060,95
10061,5
10062,71
10063,24
10064,86
10065,8
10066,51
10067,54
10068,74
10069,24
10070,75
10071,70
10072,33
10073,63
10074,29
10075,99
10076,58
10077,94
10078,52
10079,13
10080,35
10081,99
10082,46
10083,57
10084,71
10085,23
10086,17
10087,3
10088,94
10089,48
10090,77
10091,18
10092,83
10093,11
10094,83
10095,25
10096,59
10097,62
10098,2
10099,78
10100,86
10101,7
10102,94
10103,65
10104,80
10105,32
10106,39
10107,84
10108,60
10109,65
10110,72
10111,61
10112,58
10113,84
10114,8
10115,72
10116,12
10117,19
10118,47
10119,49
10120,49
10121,59
10122,71
10123,52
10124,34
10125,22
10126,21
10127,20
10128,92
10129,33
10130,80
10131,39
10132,74
10133,9
10134,28
10135,97
10136,100
10137,93
10138,29
10139,25
10140,4
10141,66
10142,79
10143,81
10144,98
10145,21
10146,91
10147,62
10148,82
10149,4
10150,59
10151,100
10152,34
10153,1
10154,51
10155,80
10156,92
10157,69
10158,77
10159,39
10160,38
10161,97
10162,51
10163,34
10164,35
10165,19
10166,22
10167,1
10168,67
10169,9
10170,90
10171,31
10172,82
10173,11
10174,51
10175,84
10176,78
10177,70
10178,74
10179,42
10180,100
10181,88
10182,53
10183,80
10184,57
10185,62
10186,32
10187,51
10188,48
10189,63
10190,92
10191,46
10192,4
10193,61
10194,31
10195,98
10196,69
10197,52
10198,88
10199,20
10200,68
10201,41
10202,48
10203,79
10204,97
10205,98
10206,56
10207,44
10208,73
10209,3
10210,63
10211,100
10212,87
10213,87
10214,41
10215,79
10216,64
10217,83
10218,63
10219,1
10220,21
10221,72
10222,24
10223,9
10224,75
10225,51
10226,25
10227,53
10228,77
10229,0
10230,52
10231,30
10232,96
10233,93
10234,32
10235,89
10236,70
10237,89
10238,55
10239,71
10240,79
10241,40
10242,10
10243,64
10244,80
10245,30
10246,19
10247,62
10248,67
10249,98
10250,42
10251,8
10252,32
10253,57
10254,27
10255,22
10256,1
10257,38
10258,89
10259,52
10260,74
10261,43
10262,8
10263,2
10264,65
10265,82
10266,20
10267,67
10268,22
10269,43
10270,22
10271,95
10272,16
10273,48
10274,25
10275,6
10276,75
10277,86
10278,96
10279,3
10280,85
10281,43
10282,69
10283,93
10284,4
10285,61
10286,53
10287,81
10288,43
10289,84
10290,20
10291,15
10292,34
10293,22
10294,35
10295,26
10296,28
10297,33
10298,67
10299,19
10300,79
10301,19
10302,45
10303,8
10304,13
10305,51
10306,0
10307,86
10308,68
10309,18
10310,47
10311,82
10312,3
10313,16
10314,80
10315,0
10316,18
10317,39
10318,22
10319,5
10320,26
10321,65
10322,70
10323,21
10324,92
10325,66
10326,65
10327,14
10328,6
10329,46
10330,46
10331,21
10332,32
10333,80
10334,35
10335,86
10336,6
10337,67
10338,29
10339,42
10340,71
10341,14
10342,77
10343,55
10344,3
10345,1
10346,14
10347,38
10348,71
10349,82
10350,41
10351,65
10352,12
10353,5
10354,77
10355,3
10356,67
10357,22
10358,59
10359,40
10360,81
10361,48
10362,63
10363,63
10364,25
10365,45
10366,32
10367,78
10368,83
10369,26
10370,96
10371,18
10372,99
10373,45
10374,56
10375,31
10376,30
10377,45
10378,47
10379,80
10380,1
10381,7
10382,81
10383,18
10384,1
10385,90
10386,15
10387,71
10388,22
10389,69
10390,44
10391,18
10392,31
10393,60
10394,16
10395,93
10396,13
10397,17
10398,44
10399,97
10400,98
10401,51
10402,46
10403,42
10404,22
10405,47
10406,72
10407,97
10408,24
10409,52
10410,55
10411,59
10412,25
10413,100
10414,28
10415,5
10416,14
10417,76
10418,32
10419,41
10420,97
10421,61
10422,32
10423,20
10424,0
10425,2
10426,8
10427,41
10428,52
10429,77
10430,35
10431,22
10432,98
10433,78
10434,92
10435,68
10436,29
10437,82
10438,33
10439,28
10440,16
10441,5
10442,9
10443,21
10444,13
10445,26
10446,39
10447,59
10448,69
10449,10
10450,42
10451,4
10452,13
10453,80
10454,34
10455,42
10456,100
10457,44
10458,32
10459,70
10460,15
10461,32
10462,8
10463,83
10464,10
10465,23
10466,73
10467,8
10468,53
10469,7
10470,21
10471,10
10472,52
10473,14
10474,82
10475,28
10476,24
10477,33
10478,94
10479,59
10480,4
10481,17
10482,73
10483,53
10484,85
10485,31
10486,100
10487,74
10488,74
10489,12
10490,72
10491,38
10492,34
10493,14
10494,22
10495,53
10496,0
10497,30
10498,95
10499,3
10500,52
10501,79
10502,41
10503,36
10504,81
10505,25
10506,24
10507,67
10508,48
10509,95
10510,44
10511,7
10512,96
10513,77
10514,90
10515,48
10516,92
10517,45
10518,78
10519,93
10520,95
10521,38
10522,71
10523,4
10524,83
10525,79
10526,64
10527,89
10528,0
10529,76
10530,81
10531,34
10532,66
10533,1
10534,13
10535,58
10536,4
10537,40
10538,5
10539,24
10540,17
10541,6
10542,65
10543,13
10544,13
10545,76
10546,3
10547,20
10548,8
10549,36
10550,12
10551,60
10552,37
10553,42
10554,53
10555,87
10556,10
10557,65
10558,42
10559,25
10560,47
10561,41
10562,33
10563,71
10564,69
10565,94
10566,24
10567,12
10568,92
10569,11
10570,71
10571,3
10572,82
10573,91
10574,90
10575,20
10576,95
10577,44
10578,76
10579,60
10580,34
10581,95
10582,49
10583,40
10584,89
10585,4
10586,45
10587,27
10588,9
10589,34
10590,82
10591,59
10592,2
10593,20
10594,68
10595,22
10596,29
10597,10
10598,1
10599,23
10600,19
10601,47
10602,16
10603,76
10604,47
10605,49
10606,90
10607,94
10608,10
10609,18
10610,55
10611,69
10612,14
10613,26
10614,59
10615,77
10616,73
10617,8
10618,21
10619,72
10620,1
10621,74
10622,76
10623,51
10624,94
10625,44
10626,24
10627,98
10628,71
10629,77
10630,59
10631,9
10632,12
10633,49
10634,38
10635,72
10636,22
10637,55
10638,35
10639,61
10640,16
10641,48
10642,41
10643,21
10644,67
10645,74
10646,92
10647,4
10648,7
10649,85
10650,34
10651,92
10652,39
10653,96
10654,42
10655,26
10656,1
10657,1
10658,4
10659,64
10660,33
10661,96
10662,62
10663,23
10664,67
10665,76
10666,26
10667,47
10668,32
10669,73
10670,82
10671,30
10672,14
10673,61
10674,21
10675,92
10676,40
10677,4
10678,2
10679,38
10680,76
10681,64
10682,8
10683,14
10684,3
10685,49
10686,71
10687,31
10688,38
10689,86
10690,98
10691,17
10692,15
10693,98
10694,32
10695,55
10696,69
10697,46
10698,61
10699,3
10700,44
10701,67
10702,50
10703,44
10704,76
10705,0
10706,45
10707,23
10708,25
10709,11
10710,82
10711,99
10712,11
10713,39
10714,50
10715,40
10716,21
10717,52
10718,17
10719,60
10720,44
10721,90
10722,44
10723,6
10724,16
10725,38
10726,3
10727,41
10728,43
10729,56
10730,26
10731,24
10732,0
10733,9
10734,90
10735,36
10736,50
10737,13
10738,42
10739,88
10740,87
10741,66
10742,32
10743,28
10744,73
10745,94
10746,52
10747,11
10748,35
10749,47
10750,9
10751,87
10752,37
10753,57
10754,15
10755,56
10756,38
10757,95
10758,6
10759,43
10760,23
10761,30
10762,84
10763,39
10764,88
10765,69
10766,5
10767,34
10768,81
10769,93
10770,86
10771,2
10772,77
10773,10
10774,28
10775,30
10776,97
10777,68
10778,14
10779,12
10780,88
10781,1
10782,100
10783,35
10784,73
10785,30
10786,2
10787,43
10788,11
10789,41
10790,58
10791,82
10792,6
10793,84
10794,71
10795,16
10796,18
10797,67
10798,41
10799,100
10800,92
10801,78
10802,57
10803,7
10804,35
10805,69
10806,56
10807,76
10808,13
10809,93
10810,26
10811,26
10812,38
10813,21
10814,96
10815,7
10816,88
10817,2
10818,60
10819,17
10820,54
10821,95
10822,26
10823,2
10824,0
10825,21
10826,87
10827,11
10828,96
10829,36
10830,83
10831,88
10832,31
10833,24
10834,24
10835,62
10836,14
10837,88
10838,84
10839,39
10840,22
10841,17
10842,84
10843,96
10844,1
10845,78
10846,91
10847,53
10848,9
10849,35
10850,75
10851,87
10852,100
10853,33
10854,80
10855,42
10856,7
10857,20
10858,50
10859,65
10860,81
10861,92
10862,14
10863,45
10864,96
10865,34
10866,6
10867,20
10868,86
10869,51
10870,4
10871,19
10872,70
10873,91
10874,13
10875,0
10876,42
10877,70
10878,43
10879,15
10880,47
10881,14
10882,96
10883,72
10884,41
10885,91
10886,11
10887,72
10888,7
10889,92
10890,12
10891,16
10892,51
10893,13
10894,86
10895,40
10896,50
10897,43
10898,55
10899,26
10900,7
10901,1
10902,70
10903,18
10904,71
10905,99
10906,49
10907,55
10908,94
10909,78
10910,40
10911,59
10912,20
10913,96
10914,34
10915,6
10916,28
10917,85
10918,42
10919,70
10920,62
10921,63
10922,32
10923,34
10924,97
10925,80
10926,49
10927,47
10928,50
10929,73
10930,85
10931,63
10932,20
10933,29
10934,0
10935,19
10936,91
10937,84
10938,58
10939,55
10940,33
10941,4
10942,68
10943,55
10944,12
10945,38
10946,49
10947,9
10948,13
10949,99
10950,4
10951,35
10952,26
10953,5
10954,42
10955,29
10956,98
10957,20
10958,95
10959,77
10960,36
10961,63
10962,41
10963,42
10964,45
10965,81
10966,40
10967,53
10968,60
10969,5
10970,55
10971,9
10972,13
10973,34
10974,6
10975,52
10976,28
10977,35
10978,33
10979,29
10980,21
10981,67
10982,57
10983,61
10984,21
10985,41
10986,95
10987,54
10988,50
10989,19
10990,81
10991,75
10992,67
10993,73
10994,77
10995,47
10996,40
10997,83
10998,16
10999,28
11000,3
11001,13
11002,15
11003,87
11004,30
11005,22
11006,39
11007,49
11008,42
11009,52
11010,83
11011,100
11012,7
11013,67
11014,27
11015,30
11016,62
11017,47
11018,76
11019,4
11020,19
11021,13
11022,25
11023,78
11024,55
11025,4
11026,21
11027,48
11028,42
11029,59
11030,59
11031,47
11032,26
11033,47
11034,92
11035,67
11036,49
11037,2
11038,27
11039,67
11040,76
11041,44
11042,44
11043,23
11044,69
11045,83
11046,100
11047,64
11048,44
11049,95
11050,63
11051,46
11052,17
11053,77
11054,81
11055,16
11056,77
11057,80
11058,78
11059,10
11060,26
11061,42
11062,19
11063,5
11064,58
11065,62
11066,42
11067,59
11068,85
11069,77
11070,4
11071,87
11072,89
11073,70
11074,38
11075,3
11076,35
11077,10
11078,8
11079,87
11080,42
11081,67
11082,37
11083,2
11084,58
11085,55
11086,2
11087,56
11088,6
11089,94
11090,71
11091,46
11092,45
11093,35
11094,35
11095,30
11096,76
11097,73
11098,15
11099,15
11100,7
11101,0
11102,73
11103,14
11104,51
11105,91
11106,5
11107,58
11108,52
11109,27
11110,78
11111,32
11112,68
11113,98
11114,13
11115,39
11116,71
11117,85
11118,40
11119,40
11120,36
11121,17
11122,28
11123,80
11124,79
11125,76
11126,53
11127,90
11128,26
11129,73
11130,7
11131,71
11132,61
11133,25
11134,3
11135,46
11136,97
11137,71
11138,64
11139,76
11140,21
11141,22
11142,25
11143,97
11144,27
11145,7
11146,70
11147,92
11148,99
11149,2
11150,42
11151,75
11152,56
11153,66
11154,71
11155,61
11156,10
11157,86
11158,79
11159,52
11160,46
11161,81
11162,5
11163,5
11164,76
11165,98
11166,81
11167,72
11168,55
11169,66
11170,91
11171,15
11172,62
11173,92
11174,69
11175,13
11176,79
11177,91
11178,15
11179,98
11180,88
11181,96
11182,86
11183,33
11184,34
11185,89
11186,22
11187,89
11188,36
11189,10
11190,68
11191,10
11192,56
11193,39
11194,100
11195,84
11196,55
11197,76
11198,26
11199,15
11200,76
11201,0
11202,0
11203,79
11204,35
11205,31
11206,64
11207,91
11208,88
11209,74
11210,8
11211,34
11212,28
11213,19
11214,70
11215,93
11216,4
11217,19
11218,41
11219,40
11220,42
11221,7
11222,66
11223,51
11224,55
11225,76
11226,16
11227,70
11228,3
11229,56
11230,64
11231,95
11232,64
11233,93
11234,52
11235,97
11236,21
11237,72
11238,82
11239,47
11240,57
11241,2
11242,57
11243,7
11244,96
11245,54
11246,66
11247,8
11248,67
11249,72
11250,90
11251,53
11252,43
11253,73
11254,53
11255,95
11256,77
11257,49
11258,87
11259,41
11260,86
11261,15
11262,55
11263,17
11264,72
11265,50
11266,54
11267,68
11268,13
11269,72
11270,2
11271,63
11272,41
11273,53
11274,0
11275,82
11276,98
11277,4
11278,0
11279,30
11280,29
11281,3
11282,64
11283,20
11284,98
11285,37
11286,82
11287,22
11288,83
11289,11
11290,28
11291,60
11292,22
11293,44
11294,61
11295,74
11296,78
11297,6
11298,62
11299,51
11300,35
11301,14
11302,92
11303,38
11304,18
11305,18
11306,96
11307,91
11308,14
11309,14
11310,39
11311,98
11312,82
11313,2
11314,79
11315,63
11316,80
11317,91
11318,16
11319,71
11320,82
11321,40
11322,12
11323,75
11324,94
11325,67
11326,38
11327,98
11328,50
11329,20
11330,65
11331,4
11332,55
11333,61
