10000,123497
10001,141923
10002,129790
10003,149956
10004,142625
10005,139180
10006,134934
10007,152814
10008,150418
10009,147920
10010,129161
10011,151601
10012,146737
10013,140283
10014,133417
10015,123947
10016,126451
10017,135398
10018,128283
10019,128892
10020,155847
10021,138060
10022,127358
10023,123609
10024,123748
10025,135838
10026,140877
10027,142172
10028,143174
10029,143351
10030,128903
10031,145182
10032,138227
10033,134994
10034,125325
10035,143368
10036,149123
10037,149755
10038,140491
10039,133350
10040,152159
10041,147267
10042,154778
10043,153789
10044,141129
10045,128120
10046,138597
10047,131167
10048,151709
10049,130324
10050,149003
10051,151100
10052,156118
10053,156213
10054,143493
10055,136315
10056,132179
10057,133197
10058,150985
10059,124234
10060,135772
10061,126491
10062,145646
10063,125298
10064,123744
10065,153562
10066,132496
10067,132398
10068,142720
10069,146104
10070,150902
10071,147261
10072,139346
10073,130185
10074,147826
10075,138806
10076,138462
10077,154557
10078,147849
10079,127004
10080,143085
10081,136079
10082,147540
10083,143410
10084,142212
10085,135296
10086,128422
10087,130832
10088,137387
10089,149764
10090,140400
10091,155895
10092,148082
10093,134779
10094,128993
10095,144994
10096,139574
10097,125538
10098,146385
10099,139997
10100,128289
10101,154571
10102,128095
10103,153114
10104,146160
10105,133386
10106,137433
10107,125762
10108,155129
10109,145842
10110,128477
10111,152201
10112,150380
10113,142528
10114,129726
10115,129285
10116,150233
10117,139029
10118,128553
10119,139968
10120,147442
10121,136746
10122,132617
10123,142092
10124,145811
10125,148223
10126,147111
10127,139030
10128,127487
10129,135508
10130,150806
10131,124606
10132,140397
10133,145180
10134,137422
10135,126886
10136,154563
10137,153647
10138,141463
10139,134793
10140,138913
10141,135743
10142,151209
10143,133839
10144,138401
10145,132365
10146,155665
10147,133214
10148,147677
10149,142044
10150,129878
10151,148402
10152,150962
10153,136486
10154,139869
10155,152624
10156,124356
10157,156047
10158,142218
10159,125111
10160,140866
10161,129815
10162,151080
10163,143993
10164,145004
10165,129939
10166,151051
10167,127497
10168,127058
10169,147806
10170,133747
10171,154292
10172,132830
10173,134476
10174,128052
10175,147477
10176,150804
10177,146655
10178,143124
10179,147940
10180,131737
10181,128190
10182,123509
10183,125455
10184,149874
10185,151394
10186,130356
10187,127244
10188,141583
10189,123923
10190,127184
10191,138349
10192,148104
10193,145939
10194,141263
10195,125877
10196,137766
10197,130073
10198,146269
10199,132970
10200,137765
10201,131072
10202,142391
10203,140907
10204,144056
10205,128705
10206,139975
10207,155012
10208,146254
10209,153759
10210,129680
10211,134464
10212,129300
10213,156065
10214,138445
10215,156158
10216,126651
10217,143941
10218,126549
10219,137799
10220,153979
10221,125043
10222,152770
10223,132959
10224,130904
10225,148656
10226,136914
10227,130074
10228,144036
10229,143252
10230,138254
10231,138737
10232,143045
10233,144254
10234,151465
10235,150613
10236,143928
10237,147078
10238,141994
10239,135748
10240,129494
10241,147635
10242,141646
10243,153113
10244,131414
10245,129647
10246,143271
10247,146344
10248,142612
10249,134967
10250,139658
10251,126090
10252,147728
10253,143511
10254,143784
10255,146102
10256,149818
10257,128342
10258,142331
10259,151889
10260,153325
10261,143598
10262,147300
10263,124872
10264,145337
10265,155454
10266,133778
10267,142107
10268,133477
10269,129155
10270,127013
10271,151932
10272,151348
10273,147845
10274,128531
10275,134168
10276,126056
10277,125966
10278,144459
10279,150325
10280,141317
10281,138144
10282,136857
10283,133245
10284,138711
10285,139879
10286,128458
10287,134041
10288,147638
10289,133741
10290,150544
10291,154882
10292,152073
10293,147213
10294,133288
10295,154388
10296,127625
10297,125610
10298,149177
10299,140645
10300,143432
10301,154785
10302,125824
10303,152148
10304,144881
10305,134011
10306,126890
10307,140005
10308,130897
10309,132968
10310,153601
10311,141516
10312,145174
10313,127209
10314,139595
10315,135879
10316,139735
10317,149452
10318,140143
10319,135985
10320,146005
10321,140893
10322,143322
10323,136405
10324,123649
