10000,JEwcI,2017-1-1,41
10000,JEwcI,2017-2-1,467
10000,JEwcI,2017-3-1,334
10000,JEwcI,2017-4-1,500
10000,JEwcI,2017-5-1,1169
10000,JEwcI,2017-6-1,1724
10000,JEwcI,2017-7-1,1478
10000,JEwcI,2017-8-1,1358
10000,JEwcI,2017-9-1,962
10000,JEwcI,2017-10-1,464
10000,JEwcI,2017-11-1,1705
10000,JEwcI,2017-12-1,145
10000,JEwcI,2017-1-2,1281
10000,JEwcI,2017-2-2,827
10000,JEwcI,2017-3-2,1961
10000,JEwcI,2017-4-2,491
10000,JEwcI,2017-5-2,995
10000,JEwcI,2017-6-2,1942
10000,JEwcI,2017-7-2,827
10000,JEwcI,2017-8-2,1436
10000,JEwcI,2017-9-2,391
10000,JEwcI,2017-10-2,604
10000,JEwcI,2017-11-2,1902
10000,JEwcI,2017-12-2,153
10000,JEwcI,2017-1-3,292
10000,JEwcI,2017-2-3,382
10000,JEwcI,2017-3-3,1421
10000,JEwcI,2017-4-3,716
10000,JEwcI,2017-5-3,1718
10000,JEwcI,2017-6-3,1895
10000,JEwcI,2017-7-3,1447
10000,JEwcI,2017-8-3,1726
10000,JEwcI,2017-9-3,771
10000,JEwcI,2017-10-3,1538
10000,JEwcI,2017-11-3,1869
10000,JEwcI,2017-12-3,1912
10000,JEwcI,2017-1-4,1667
10000,JEwcI,2017-2-4,299
10000,JEwcI,2017-3-4,1035
10000,JEwcI,2017-4-4,1894
10000,JEwcI,2017-5-4,703
10000,JEwcI,2017-6-4,1811
10000,JEwcI,2017-7-4,1322
10000,JEwcI,2017-8-4,333
10000,JEwcI,2017-9-4,1673
10000,JEwcI,2017-10-4,664
10000,JEwcI,2017-11-4,1141
10000,JEwcI,2017-12-4,1711
10000,JEwcI,2017-1-5,253
10000,JEwcI,2017-2-5,868
10000,JEwcI,2017-3-5,1547
10000,JEwcI,2017-4-5,1644
10000,JEwcI,2017-5-5,662
10000,JEwcI,2017-6-5,757
10000,JEwcI,2017-7-5,37
10000,JEwcI,2017-8-5,859
10000,JEwcI,2017-9-5,723
10000,JEwcI,2017-10-5,1741
10000,JEwcI,2017-11-5,1529
10000,JEwcI,2017-12-5,778
10000,JEwcI,2017-1-6,316
10000,JEwcI,2017-2-6,1035
10000,JEwcI,2017-3-6,190
10000,JEwcI,2017-4-6,1842
10000,JEwcI,2017-5-6,288
10000,JEwcI,2017-6-6,106
10000,JEwcI,2017-7-6,1040
10000,JEwcI,2017-8-6,942
10000,JEwcI,2017-9-6,1264
10000,JEwcI,2017-10-6,648
10000,JEwcI,2017-11-6,1446
10000,JEwcI,2017-12-6,1805
10000,JEwcI,2017-1-7,1890
10000,JEwcI,2017-2-7,729
10000,JEwcI,2017-3-7,370
10000,JEwcI,2017-4-7,1350
10000,JEwcI,2017-5-7,1006
10000,JEwcI,2017-6-7,1101
10000,JEwcI,2017-7-7,393
10000,JEwcI,2017-8-7,1548
10000,JEwcI,2017-9-7,1629
10000,JEwcI,2017-10-7,623
10000,JEwcI,2017-11-7,84
10000,JEwcI,2017-12-7,1954
10000,JEwcI,2017-1-8,756
10000,JEwcI,2017-2-8,1840
10000,JEwcI,2017-3-8,966
10000,JEwcI,2017-4-8,1376
10000,JEwcI,2017-5-8,1931
10000,JEwcI,2017-6-8,308
10000,JEwcI,2017-7-8,944
10000,JEwcI,2017-8-8,439
10000,JEwcI,2017-9-8,626
10000,JEwcI,2017-10-8,1323
10000,JEwcI,2017-11-8,1537
10000,JEwcI,2017-12-8,1538
10000,JEwcI,2017-1-9,118
10000,JEwcI,2017-2-9,82
10000,JEwcI,2017-3-9,929
10000,JEwcI,2017-4-9,541
10000,JEwcI,2017-5-9,833
10000,JEwcI,2017-6-9,1115
10000,JEwcI,2017-7-9,639
10000,JEwcI,2017-8-9,1658
10000,JEwcI,2017-9-9,704
10000,JEwcI,2017-10-9,1930
10000,JEwcI,2017-11-9,1977
10000,JEwcI,2017-12-9,306
10000,JEwcI,2017-1-10,1673
10000,JEwcI,2017-2-10,386
10000,JEwcI,2017-3-10,1021
10000,JEwcI,2017-4-10,745
10000,JEwcI,2017-5-10,924
10000,JEwcI,2017-6-10,1072
10000,JEwcI,2017-7-10,270
10000,JEwcI,2017-8-10,1829
10000,JEwcI,2017-9-10,777
10000,JEwcI,2017-10-10,1573
10000,JEwcI,2017-11-10,1097
10000,JEwcI,2017-12-10,512
10000,JEwcI,2017-1-11,1986
10000,JEwcI,2017-2-11,1290
10000,JEwcI,2017-3-11,1161
10000,JEwcI,2017-4-11,636
10000,JEwcI,2017-5-11,355
10000,JEwcI,2017-6-11,767
10000,JEwcI,2017-7-11,1655
10000,JEwcI,2017-8-11,1574
10000,JEwcI,2017-9-11,31
10000,JEwcI,2017-10-11,52
10000,JEwcI,2017-11-11,1350
10000,JEwcI,2017-12-11,1150
10000,JEwcI,2017-1-12,941
10000,JEwcI,2017-2-12,1724
10000,JEwcI,2017-3-12,1966
10000,JEwcI,2017-4-12,1430
10000,JEwcI,2017-5-12,1107
10000,JEwcI,2017-6-12,191
10000,JEwcI,2017-7-12,7
10000,JEwcI,2017-8-12,1337
10000,JEwcI,2017-9-12,1457
10000,JEwcI,2017-10-12,287
10000,JEwcI,2017-11-12,1753
10000,JEwcI,2017-12-12,383
10000,JEwcI,2017-1-13,945
10000,JEwcI,2017-2-13,909
10000,JEwcI,2017-3-13,209
10000,JEwcI,2017-4-13,1758
10000,JEwcI,2017-5-13,221
10000,JEwcI,2017-6-13,588
10000,JEwcI,2017-7-13,422
10000,JEwcI,2017-8-13,946
10000,JEwcI,2017-9-13,1506
10000,JEwcI,2017-10-13,1030
10000,JEwcI,2017-11-13,413
10000,JEwcI,2017-12-13,1168
10000,JEwcI,2017-1-14,900
10000,JEwcI,2017-2-14,591
10000,JEwcI,2017-3-14,762
10000,JEwcI,2017-4-14,1655
10000,JEwcI,2017-5-14,1410
10000,JEwcI,2017-6-14,359
10000,JEwcI,2017-7-14,1624
10000,JEwcI,2017-8-14,537
10000,JEwcI,2017-9-14,1548
10000,JEwcI,2017-10-14,483
10000,JEwcI,2017-11-14,1595
10000,JEwcI,2017-12-14,41
10000,JEwcI,2017-1-15,1602
10000,JEwcI,2017-2-15,350
10000,JEwcI,2017-3-15,291
10000,JEwcI,2017-4-15,836
10000,JEwcI,2017-5-15,1374
10000,JEwcI,2017-6-15,1020
10000,JEwcI,2017-7-15,596
10000,JEwcI,2017-8-15,21
10000,JEwcI,2017-9-15,1348
10000,JEwcI,2017-10-15,1199
10000,JEwcI,2017-11-15,1668
10000,JEwcI,2017-12-15,484
10000,JEwcI,2017-1-16,281
10000,JEwcI,2017-2-16,734
10000,JEwcI,2017-3-16,53
10000,JEwcI,2017-4-16,1999
10000,JEwcI,2017-5-16,418
10000,JEwcI,2017-6-16,1938
10000,JEwcI,2017-7-16,900
10000,JEwcI,2017-8-16,1788
10000,JEwcI,2017-9-16,127
10000,JEwcI,2017-10-16,467
10000,JEwcI,2017-11-16,1728
10000,JEwcI,2017-12-16,893
10000,JEwcI,2017-1-17,648
10000,JEwcI,2017-2-17,483
10000,JEwcI,2017-3-17,1807
10000,JEwcI,2017-4-17,421
10000,JEwcI,2017-5-17,310
10000,JEwcI,2017-6-17,617
10000,JEwcI,2017-7-17,813
10000,JEwcI,2017-8-17,1514
10000,JEwcI,2017-9-17,309
10000,JEwcI,2017-10-17,1616
10000,JEwcI,2017-11-17,935
10000,JEwcI,2017-12-17,1451
10000,JEwcI,2017-1-18,600
10000,JEwcI,2017-2-18,1249
10000,JEwcI,2017-3-18,519
10000,JEwcI,2017-4-18,1556
10000,JEwcI,2017-5-18,798
10000,JEwcI,2017-6-18,303
10000,JEwcI,2017-7-18,224
10000,JEwcI,2017-8-18,1008
10000,JEwcI,2017-9-18,1844
10000,JEwcI,2017-10-18,609
10000,JEwcI,2017-11-18,989
10000,JEwcI,2017-12-18,702
10000,JEwcI,2017-1-19,1195
10000,JEwcI,2017-2-19,485
10000,JEwcI,2017-3-19,1093
10000,JEwcI,2017-4-19,343
10000,JEwcI,2017-5-19,523
10000,JEwcI,2017-6-19,1587
10000,JEwcI,2017-7-19,1314
10000,JEwcI,2017-8-19,1503
10000,JEwcI,2017-9-19,1448
10000,JEwcI,2017-10-19,1200
10000,JEwcI,2017-11-19,1458
10000,JEwcI,2017-12-19,618
10000,JEwcI,2017-1-20,580
10000,JEwcI,2017-2-20,1796
10000,JEwcI,2017-3-20,798
10000,JEwcI,2017-4-20,1281
10000,JEwcI,2017-5-20,1589
10000,JEwcI,2017-6-20,798
10000,JEwcI,2017-7-20,9
10000,JEwcI,2017-8-20,1157
10000,JEwcI,2017-9-20,472
10000,JEwcI,2017-10-20,1622
10000,JEwcI,2017-11-20,538
10000,JEwcI,2017-12-20,292
10000,JEwcI,2017-1-21,38
10000,JEwcI,2017-2-21,179
10000,JEwcI,2017-3-21,190
10000,JEwcI,2017-4-21,1657
10000,JEwcI,2017-5-21,1958
10000,JEwcI,2017-6-21,191
10000,JEwcI,2017-7-21,1815
10000,JEwcI,2017-8-21,888
10000,JEwcI,2017-9-21,1156
10000,JEwcI,2017-10-21,1511
10000,JEwcI,2017-11-21,202
10000,JEwcI,2017-12-21,634
10000,JEwcI,2017-1-22,272
10000,JEwcI,2017-2-22,55
10000,JEwcI,2017-3-22,328
10000,JEwcI,2017-4-22,646
10000,JEwcI,2017-5-22,362
10000,JEwcI,2017-6-22,886
10000,JEwcI,2017-7-22,875
10000,JEwcI,2017-8-22,433
10000,JEwcI,2017-9-22,1869
10000,JEwcI,2017-10-22,142
10000,JEwcI,2017-11-22,1844
10000,JEwcI,2017-12-22,1416
10000,JEwcI,2017-1-23,1881
10000,JEwcI,2017-2-23,1998
10000,JEwcI,2017-3-23,322
10000,JEwcI,2017-4-23,651
10000,JEwcI,2017-5-23,21
10000,JEwcI,2017-6-23,1699
10000,JEwcI,2017-7-23,1557
10000,JEwcI,2017-8-23,476
10000,JEwcI,2017-9-23,1892
10000,JEwcI,2017-10-23,389
10000,JEwcI,2017-11-23,1075
10000,JEwcI,2017-12-23,712
10000,JEwcI,2017-1-24,600
10000,JEwcI,2017-2-24,510
10000,JEwcI,2017-3-24,1003
10000,JEwcI,2017-4-24,869
10000,JEwcI,2017-5-24,1861
10000,JEwcI,2017-6-24,688
10000,JEwcI,2017-7-24,1401
10000,JEwcI,2017-8-24,1789
10000,JEwcI,2017-9-24,1255
10000,JEwcI,2017-10-24,423
10000,JEwcI,2017-11-24,1002
10000,JEwcI,2017-12-24,585
10000,JEwcI,2017-1-25,182
10000,JEwcI,2017-2-25,285
10000,JEwcI,2017-3-25,1088
10000,JEwcI,2017-4-25,1426
10000,JEwcI,2017-5-25,617
10000,JEwcI,2017-6-25,1757
10000,JEwcI,2017-7-25,1832
10000,JEwcI,2017-8-25,932
10000,JEwcI,2017-9-25,169
10000,JEwcI,2017-10-25,154
10000,JEwcI,2017-11-25,1721
10000,JEwcI,2017-12-25,1189
10000,JEwcI,2017-1-26,1976
10000,JEwcI,2017-2-26,1329
10000,JEwcI,2017-3-26,368
10000,JEwcI,2017-4-26,692
10000,JEwcI,2017-5-26,1425
10000,JEwcI,2017-6-26,555
10000,JEwcI,2017-7-26,1434
10000,JEwcI,2017-8-26,549
10000,JEwcI,2017-9-26,1441
10000,JEwcI,2017-10-26,1512
10000,JEwcI,2017-11-26,145
10000,JEwcI,2017-12-26,60
10000,JEwcI,2017-1-27,1718
10000,JEwcI,2017-2-27,1753
10000,JEwcI,2017-3-27,139
10000,JEwcI,2017-4-27,423
10000,JEwcI,2017-5-27,279
10000,JEwcI,2017-6-27,1996
10000,JEwcI,2017-7-27,687
10000,JEwcI,2017-8-27,529
10000,JEwcI,2017-9-27,549
10000,JEwcI,2017-10-27,1437
10000,JEwcI,2017-11-27,1866
10000,JEwcI,2017-12-27,949
10000,JEwcI,2017-1-28,193
10000,JEwcI,2017-2-28,1195
10000,JEwcI,2017-3-28,1297
10000,JEwcI,2017-4-28,416
10000,JEwcI,2017-5-28,286
10000,JEwcI,2017-6-28,105
10000,JEwcI,2017-7-28,488
10000,JEwcI,2017-8-28,282
10000,JEwcI,2017-9-28,455
10000,JEwcI,2017-10-28,1734
10000,JEwcI,2017-11-28,114
10000,JEwcI,2017-12-28,1701
10000,JEwcI,2017-1-29,1316
10000,JEwcI,2017-2-29,671
10000,JEwcI,2017-3-29,1786
10000,JEwcI,2017-4-29,263
10000,JEwcI,2017-5-29,313
10000,JEwcI,2017-6-29,355
10000,JEwcI,2017-7-29,1185
10000,JEwcI,2017-8-29,53
10000,JEwcI,2017-9-29,912
10000,JEwcI,2017-10-29,808
10000,JEwcI,2017-11-29,1832
10000,JEwcI,2017-12-29,945
10000,JEwcI,2017-1-30,313
10000,JEwcI,2017-2-30,1756
10000,JEwcI,2017-3-30,321
10000,JEwcI,2017-4-30,1558
10000,JEwcI,2017-5-30,1646
10000,JEwcI,2017-6-30,1982
10000,JEwcI,2017-7-30,481
10000,JEwcI,2017-8-30,144
10000,JEwcI,2017-9-30,1196
10000,JEwcI,2017-10-30,222
10000,JEwcI,2017-11-30,1129
10000,JEwcI,2017-12-30,161
10000,JEwcI,2017-1-31,1535
10000,JEwcI,2017-2-31,450
10000,JEwcI,2017-3-31,1173
10000,JEwcI,2017-4-31,466
10000,JEwcI,2017-5-31,44
10000,JEwcI,2017-6-31,1659
10000,JEwcI,2017-7-31,292
10000,JEwcI,2017-8-31,439
10000,JEwcI,2017-9-31,1253
10000,JEwcI,2017-10-31,24
10000,JEwcI,2017-11-31,154
10000,JEwcI,2017-12-31,1510
10000,JEwcI,2017-1-1,745
