1,drink,Ceston,1,1100,0
2,drink,Ceston,1,1100,0
3,drink,Ceston,1,1100,0
4,drink,Ceston,1,1100,0
5,drink,Ceston,1,1100,0
6,drink,Ceston,1,1100,0
7,drink,Ceston,1,1100,0
8,drink,Ceston,1,1100,0
9,drink,Ceston,1,1100,0
10,drink,Ceston,1,1100,0
11,drink,Ceston,1,1100,0
12,drink,Ceston,1,1100,0
13,drink,Ceston,1,1100,0
14,drink,Ceston,1,1100,0
15,drink,Ceston,1,1100,0
16,drink,Ceston,1,1100,0
17,drink,Ceston,1,1100,0
18,drink,Ceston,1,1100,0
19,drink,Ceston,1,1100,0
20,drink,Ceston,1,1100,0
21,drink,Ceston,1,1100,0
22,drink,Ceston,1,1100,0
23,drink,Ceston,1,1100,0
24,drink,Ceston,1,1100,0
25,drink,Ceston,1,1100,0
26,drink,Ceston,1,1100,0
27,drink,Ceston,1,1100,0
28,drink,Ceston,1,1100,0
29,drink,Ceston,1,1100,0
30,drink,Ceston,1,1100,0
31,drink,Ceston,1,1100,0
32,drink,Ceston,1,1100,0
33,drink,Ceston,1,1100,0
34,drink,Ceston,1,1100,0
35,drink,Ceston,1,1100,0
36,drink,Ceston,1,1100,0
37,drink,Ceston,1,1100,0
38,drink,Ceston,1,1100,0
39,drink,Ceston,1,1100,0
40,drink,Ceston,1,1100,0
41,drink,Ceston,1,1100,0
42,drink,Ceston,1,1100,0
43,drink,Ceston,1,1100,0
44,drink,Ceston,1,1100,0
45,drink,Ceston,1,1100,0
46,drink,Ceston,1,1100,0
47,drink,Ceston,1,1100,0
48,drink,Ceston,1,1100,0
49,drink,Ceston,1,1100,0
50,drink,Ceston,1,1100,0
51,drink,Ceston,1,1100,0
52,drink,Ceston,1,1100,0
53,drink,Ceston,1,1100,0
54,drink,Ceston,1,1100,0
55,drink,Ceston,1,1100,0
56,drink,Ceston,1,1100,0
57,drink,Ceston,1,1100,0
58,drink,Ceston,1,1100,0
59,drink,Ceston,1,1100,0
60,drink,Ceston,1,1100,0
61,drink,Ceston,1,1100,0
62,drink,Ceston,1,1100,0
63,drink,Ceston,1,1100,0
64,drink,Ceston,1,1100,0
65,drink,Ceston,1,1100,0
66,drink,Ceston,1,1100,0
67,drink,Ceston,1,1100,0
68,drink,Ceston,1,1100,0
69,drink,Ceston,1,1100,0
70,drink,Ceston,1,1100,0
71,drink,Ceston,1,1100,0
72,drink,Ceston,1,1100,0
73,drink,Ceston,1,1100,0
74,drink,Ceston,1,1100,0
75,drink,Ceston,1,1100,0
76,drink,Ceston,1,1100,0
77,drink,Ceston,1,1100,0
78,drink,Ceston,1,1100,0
79,drink,Ceston,1,1100,0
80,drink,Ceston,1,1100,0
81,drink,Ceston,1,1100,0
82,drink,Ceston,1,1100,0
83,drink,Ceston,1,1100,0
84,drink,Ceston,1,1100,0
85,drink,Ceston,1,1100,0
86,drink,Ceston,1,1100,0
87,drink,Ceston,1,1100,0
88,drink,Ceston,1,1100,0
89,drink,Ceston,1,1100,0
90,drink,Ceston,1,1100,0
91,drink,Ceston,1,1100,0
92,drink,Ceston,1,1100,0
93,drink,Ceston,1,1100,0
94,drink,Ceston,1,1100,0
95,drink,Ceston,1,1100,0
96,drink,Ceston,1,1100,0
97,drink,Ceston,1,1100,0
98,drink,Ceston,1,1100,0
99,drink,Ceston,1,1100,0
100,drink,Ceston,1,1100,0
101,drink,Ceston,1,1100,0
102,drink,Ceston,1,1100,0
103,drink,Ceston,1,1100,0
104,drink,Ceston,1,1100,0
105,drink,Ceston,1,1100,0
106,drink,Ceston,1,1100,0
107,drink,Ceston,1,1100,0
108,drink,Ceston,1,1100,0
109,drink,Ceston,1,1100,0
110,drink,Ceston,1,1100,0
111,drink,Ceston,1,1100,0
112,drink,Ceston,1,1100,0
113,drink,Ceston,1,1100,0
114,drink,Ceston,1,1100,0
115,drink,Ceston,1,1100,0
116,drink,Ceston,1,1100,0
117,drink,Ceston,1,1100,0
118,drink,Ceston,1,1100,0
119,drink,Ceston,1,1100,0
120,drink,Ceston,1,1100,0
121,drink,Ceston,1,1100,0
122,drink,Ceston,1,1100,0
123,drink,Ceston,1,1100,0
124,drink,Ceston,1,1100,0
125,drink,Ceston,1,1100,0
126,drink,Ceston,1,1100,0
127,drink,Ceston,1,1100,0
128,drink,Ceston,1,1100,0
129,drink,Ceston,1,1100,0
130,drink,Ceston,1,1100,0
131,drink,Ceston,1,1100,0
132,drink,Ceston,1,1100,0
133,drink,Ceston,1,1100,0
134,drink,Ceston,1,1100,0
135,drink,Ceston,1,1100,0
136,drink,Ceston,1,1100,0
137,drink,Ceston,1,1100,0
138,drink,Ceston,1,1100,0
139,drink,Ceston,1,1100,0
140,drink,Ceston,1,1100,0
141,drink,Ceston,1,1100,0
142,drink,Ceston,1,1100,0
143,drink,Ceston,1,1100,0
144,drink,Ceston,1,1100,0
145,drink,Ceston,1,1100,0
146,drink,Ceston,1,1100,0
147,drink,Ceston,1,1100,0
148,drink,Ceston,1,1100,0
149,drink,Ceston,1,1100,0
150,drink,Ceston,1,1100,0
151,drink,Ceston,1,1100,0
152,drink,Ceston,1,1100,0
153,drink,Ceston,1,1100,0
154,drink,Ceston,1,1100,0
155,drink,Ceston,1,1100,0
156,drink,Ceston,1,1100,0
157,drink,Ceston,1,1100,0
158,drink,Ceston,1,1100,0
159,drink,Ceston,1,1100,0
160,drink,Ceston,1,1100,0
161,drink,Ceston,1,1100,0
162,drink,Ceston,1,1100,0
163,drink,Ceston,1,1100,0
164,drink,Ceston,1,1100,0
165,drink,Ceston,1,1100,0
166,drink,Ceston,1,1100,0
167,drink,Ceston,1,1100,0
168,drink,Ceston,1,1100,0
169,drink,Ceston,1,1100,0
170,drink,Ceston,1,1100,0
171,drink,Ceston,1,1100,0
172,drink,Ceston,1,1100,0
173,drink,Ceston,1,1100,0
174,drink,Ceston,1,1100,0
175,drink,Ceston,1,1100,0
176,drink,Ceston,1,1100,0
177,drink,Ceston,1,1100,0
178,drink,Ceston,1,1100,0
179,drink,Ceston,1,1100,0
180,drink,Ceston,1,1100,0
181,drink,Ceston,1,1100,0
182,drink,Ceston,1,1100,0
183,drink,Ceston,1,1100,0
184,drink,Ceston,1,1100,0
185,drink,Ceston,1,1100,0
186,drink,Ceston,1,1100,0
187,drink,Ceston,1,1100,0
188,drink,Ceston,1,1100,0
189,drink,Ceston,1,1100,0
190,drink,Ceston,1,1100,0
191,drink,Ceston,1,1100,0
192,drink,Ceston,1,1100,0
193,drink,Ceston,1,1100,0
194,drink,Ceston,1,1100,0
195,drink,Ceston,1,1100,0
196,drink,Ceston,1,1100,0
197,drink,Ceston,1,1100,0
198,drink,Ceston,1,1100,0
199,drink,Ceston,1,1100,0
200,drink,Ceston,1,1100,0
201,drink,Ceston,1,1100,0
202,drink,Ceston,1,1100,0
203,drink,Ceston,1,1100,0
204,drink,Ceston,1,1100,0
